file;instance number;r;R;inst type;problem type;model;algorithm;z;best lp + const;root bound;opened facilities;lazy cuts connectivity;lazy cuts coverage;user cuts coverage;node count;time;status;z*;gap z*;gap z lp;id code;comments
datap/pmed21.txt;21;50;15; pmed ; CPIF ;SZ;autobenders;326;326;0;0;0;0;0;0;24.813966;101;326;0;0;21-50-15;
datap/pmed21.txt;21;50;12; pmed ; CPIF ;SZ;autobenders;381;381;0;0;0;0;0;0;24.333468;101;381;0;0;21-50-12;
datap/pmed21.txt;21;50;10; pmed ; CPIF ;SZ;autobenders;415;415;0;0;0;0;0;0;24.5123;101;415;0;0;21-50-10;
datap/pmed21.txt;21;50;8; pmed ; CPIF ;SZ;autobenders;438;438;0;0;0;0;0;0;23.03287;101;438;0;0;21-50-8;
datap/pmed22.txt;22;80;20; pmed ; CPIF ;SZ;autobenders;160;159.984066;0;0;0;0;0;0;308.503797;102;160;0;9.95875E-05;22-80-20;
datap/pmed22.txt;22;80;15; pmed ; CPIF ;SZ;autobenders;269;269;0;0;0;0;0;3;104.951186;101;269;0;0;22-80-15;
datap/pmed22.txt;22;80;12; pmed ; CPIF ;SZ;autobenders;334;334;0;0;0;0;0;0;17.325691;101;334;0;0;22-80-12;
datap/pmed22.txt;22;80;10; pmed ; CPIF ;SZ;autobenders;376;376;0;0;0;0;0;0;9.032587;101;376;0;0;22-80-10;
datap/pmed22.txt;22;80;8; pmed ; CPIF ;SZ;autobenders;405;405;0;0;0;0;0;0;8.348071;101;405;0;0;22-80-8;
datap/pmed22.txt;22;50;20; pmed ; CPIF ;SZ;autobenders;160;159.966645;0;0;0;0;0;0;100.651944;102;160;0;0.000208469;22-50-20;
datap/pmed22.txt;22;50;15; pmed ; CPIF ;SZ;autobenders;269;269;0;0;0;0;0;0;75.283168;101;269;0;0;22-50-15;
datap/pmed22.txt;22;50;12; pmed ; CPIF ;SZ;autobenders;334;334;0;0;0;0;0;0;30.601907;101;334;0;0;22-50-12;
datap/pmed22.txt;22;50;10; pmed ; CPIF ;SZ;autobenders;376;376;0;0;0;0;0;0;31.907706;101;376;0;0;22-50-10;
datap/pmed22.txt;22;50;8; pmed ; CPIF ;SZ;autobenders;405;405;0;0;0;0;0;0;29.143661;101;405;0;0;22-50-8;
datap/pmed23.txt;23;80;20; pmed ; CPIF ;SZ;autobenders;11;11;0;0;0;0;0;0;23.591013;101;11;0;0;23-80-20;
datap/pmed23.txt;23;80;15; pmed ; CPIF ;SZ;autobenders;62;62;0;0;0;0;0;26;23.601407;101;62;0;0;23-80-15;
datap/pmed23.txt;23;80;12; pmed ; CPIF ;SZ;autobenders;123;123;0;0;0;0;0;0;11.272551;101;123;0;0;23-80-12;
datap/pmed23.txt;23;80;10; pmed ; CPIF ;SZ;autobenders;165;165;0;0;0;0;0;0;7.593031;101;165;0;0;23-80-10;
datap/pmed23.txt;23;80;8; pmed ; CPIF ;SZ;autobenders;224;224;0;0;0;0;0;0;7.467455;101;224;0;0;23-80-8;
datap/pmed23.txt;23;50;20; pmed ; CPIF ;SZ;autobenders;11;11;0;0;0;0;0;0;90.449013;101;11;0;0;23-50-20;
datap/pmed23.txt;23;50;15; pmed ; CPIF ;SZ;autobenders;62;62;0;0;0;0;0;15;115.389421;101;62;0;0;23-50-15;
datap/pmed23.txt;23;50;12; pmed ; CPIF ;SZ;autobenders;123;123;0;0;0;0;0;0;61.692647;101;123;0;0;23-50-12;
datap/pmed23.txt;23;50;10; pmed ; CPIF ;SZ;autobenders;165;165;0;0;0;0;0;0;33.206619;101;165;0;0;23-50-10;
datap/pmed23.txt;23;50;8; pmed ; CPIF ;SZ;autobenders;224;224;0;0;0;0;0;0;33.382074;101;224;0;0;23-50-8;
datap/pmed24.txt;24;80;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;20.129583;101;0;0;0;24-80-20;
datap/pmed24.txt;24;80;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;18.625482;101;0;0;0;24-80-15;
datap/pmed24.txt;24;80;12; pmed ; CPIF ;SZ;autobenders;39;39;0;0;0;0;0;0;10.865375;101;39;0;0;24-80-12;
datap/pmed24.txt;24;80;10; pmed ; CPIF ;SZ;autobenders;74;74;0;0;0;0;0;0;11.459031;101;74;0;0;24-80-10;
datap/pmed24.txt;24;80;8; pmed ; CPIF ;SZ;autobenders;114;114;0;0;0;0;0;0;11.20416;101;114;0;0;24-80-8;
datap/pmed24.txt;24;50;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;67.318826;101;0;0;0;24-50-20;
datap/pmed24.txt;24;50;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;59.895704;101;0;0;0;24-50-15;
datap/pmed24.txt;24;50;12; pmed ; CPIF ;SZ;autobenders;39;39;0;0;0;0;0;0;34.798854;101;39;0;0;24-50-12;
datap/pmed24.txt;24;50;10; pmed ; CPIF ;SZ;autobenders;74;74;0;0;0;0;0;0;59.257299;101;74;0;0;24-50-10;
datap/pmed24.txt;24;50;8; pmed ; CPIF ;SZ;autobenders;114;114;0;0;0;0;0;0;34.287347;101;114;0;0;24-50-8;
datap/pmed25.txt;25;80;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;15.230296;101;0;0;0;25-80-20;
datap/pmed25.txt;25;80;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;27.170554;101;0;0;0;25-80-15;
datap/pmed25.txt;25;80;12; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;15.979149;101;0;0;0;25-80-12;
datap/pmed25.txt;25;80;10; pmed ; CPIF ;SZ;autobenders;16;16;0;0;0;0;0;0;11.226289;101;16;0;0;25-80-10;
datap/pmed25.txt;25;80;8; pmed ; CPIF ;SZ;autobenders;47;47;0;0;0;0;0;0;10.31895;101;47;0;0;25-80-8;
datap/pmed25.txt;25;50;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;39.19241;101;0;0;0;25-50-20;
datap/pmed25.txt;25;50;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;61.848173;101;0;0;0;25-50-15;
datap/pmed25.txt;25;50;12; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;64.821943;101;0;0;0;25-50-12;
datap/pmed25.txt;25;50;10; pmed ; CPIF ;SZ;autobenders;16;16;0;0;0;0;0;0;38.607478;101;16;0;0;25-50-10;
datap/pmed25.txt;25;50;8; pmed ; CPIF ;SZ;autobenders;47;47;0;0;0;0;0;0;33.790003;101;47;0;0;25-50-8;
datap/pmed26.txt;26;80;20;pmed;CPIF;SZ;autobenders;600;170.791254;0;0;0;0;0;0;3600.267468;107;174;2.448275862;0.71534791;26-80-20;
datap/pmed26.txt;26;80;15; pmed ; CPIF ;SZ;autobenders;315;315;0;0;0;0;0;0;311.027918;101;315;0;0;26-80-15;
datap/pmed26.txt;26;80;12;pmed;CPIF;SZ;autobenders;418;418;0;0;0;0;0;0;216.175298;101;418;0;0;26-80-12;
datap/pmed26.txt;26;80;10; pmed ; CPIF ;SZ;autobenders;475;475;0;0;0;0;0;0;96.766568;101;475;0;0;26-80-10;
datap/pmed26.txt;26;80;8;pmed;CPIF;SZ;autobenders;512;512;0;0;0;0;0;0;1510.88578;101;512;0;0;26-80-8;
datap/pmed26.txt;26;50;20;pmed;CPIF;SZ;autobenders;238;170.933207;0;0;0;0;0;0;3600.19193;107;174;0.367816092;0.281793248;26-50-20;
datap/pmed26.txt;26;50;15; pmed ; CPIF ;SZ;autobenders;315;315;0;0;0;0;0;0;73.586973;101;315;0;0;26-50-15;
datap/pmed26.txt;26;50;12; pmed ; CPIF ;SZ;autobenders;418;418;0;0;0;0;0;0;105.618447;101;418;0;0;26-50-12;
datap/pmed26.txt;26;50;10; pmed ; CPIF ;SZ;autobenders;475;475;0;0;0;0;0;0;63.337021;101;475;0;0;26-50-10;
datap/pmed26.txt;26;50;8; pmed ; CPIF ;SZ;autobenders;512;512;0;0;0;0;0;0;117.696575;101;512;0;0;26-50-8;
datap/pmed27.txt;27;80;20;pmed;CPIF;SZ;autobenders;103;100.254902;0;0;0;0;0;28;3600.26335;107;102;0.009803922;0.026651437;27-80-20;
datap/pmed27.txt;27;80;15; pmed ; CPIF ;SZ;autobenders;215;215;0;0;0;0;0;0;73.886062;101;215;0;0;27-80-15;
datap/pmed27.txt;27;80;12; pmed ; CPIF ;SZ;autobenders;321;321;0;0;0;0;0;0;116.595623;101;321;0;0;27-80-12;
datap/pmed27.txt;27;80;10; pmed ; CPIF ;SZ;autobenders;384;384;0;0;0;0;0;0;80.508885;101;384;0;0;27-80-10;
datap/pmed27.txt;27;80;8; pmed ; CPIF ;SZ;autobenders;443;443;0;0;0;0;0;0;81.606332;101;443;0;0;27-80-8;
datap/pmed27.txt;27;50;20;pmed;CPIF;SZ;autobenders;103;100.254902;0;0;0;0;0;28;3600.219223;107;102;0.009803922;0.026651437;27-50-20;
datap/pmed27.txt;27;50;15; pmed ; CPIF ;SZ;autobenders;215;215;0;0;0;0;0;0;21.458361;101;215;0;0;27-50-15;
datap/pmed27.txt;27;50;12; pmed ; CPIF ;SZ;autobenders;321;321;0;0;0;0;0;0;63.404802;101;321;0;0;27-50-12;
datap/pmed27.txt;27;50;10; pmed ; CPIF ;SZ;autobenders;384;384;0;0;0;0;0;0;22.483149;101;384;0;0;27-50-10;
datap/pmed27.txt;27;50;8; pmed ; CPIF ;SZ;autobenders;443;443;0;0;0;0;0;0;22.691054;101;443;0;0;27-50-8;
datap/pmed28.txt;28;80;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;39.610326;101;0;0;0;28-80-20;
datap/pmed28.txt;28;80;15; pmed ; CPIF ;SZ;autobenders;25;25;0;0;0;0;0;0;16.235692;101;25;0;0;28-80-15;
datap/pmed28.txt;28;80;12; pmed ; CPIF ;SZ;autobenders;72;72;0;0;0;0;0;0;50.61571;101;72;0;0;28-80-12;
datap/pmed28.txt;28;80;10; pmed ; CPIF ;SZ;autobenders;127;127;0;0;0;0;0;0;13.614139;101;127;0;0;28-80-10;
datap/pmed28.txt;28;80;8; pmed ; CPIF ;SZ;autobenders;190;190;0;0;0;0;0;0;33.169313;101;190;0;0;28-80-8;
datap/pmed28.txt;28;50;20; pmed ; CPIF ;SZ;autobenders;1;1;0;0;0;0;0;0;69.138017;101;1;0;0;28-50-20;
datap/pmed28.txt;28;50;15; pmed ; CPIF ;SZ;autobenders;25;25;0;0;0;0;0;0;46.94026;101;25;0;0;28-50-15;
datap/pmed28.txt;28;50;12; pmed ; CPIF ;SZ;autobenders;72;72;0;0;0;0;0;0;66.464995;101;72;0;0;28-50-12;
datap/pmed28.txt;28;50;10; pmed ; CPIF ;SZ;autobenders;127;127;0;0;0;0;0;0;24.142702;101;127;0;0;28-50-10;
datap/pmed28.txt;28;50;8; pmed ; CPIF ;SZ;autobenders;190;190;0;0;0;0;0;0;44.541052;101;190;0;0;28-50-8;
datap/pmed29.txt;29;80;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;29.652398;101;0;0;0;29-80-20;
datap/pmed29.txt;29;80;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;48.431781;101;0;0;0;29-80-15;
datap/pmed29.txt;29;80;12; pmed ; CPIF ;SZ;autobenders;10;10;0;0;0;0;0;0;26.786457;101;10;0;0;29-80-12;
datap/pmed29.txt;29;80;10; pmed ; CPIF ;SZ;autobenders;49;49;0;0;0;0;0;0;23.797972;101;49;0;0;29-80-10;
datap/pmed29.txt;29;80;8; pmed ; CPIF ;SZ;autobenders;100;100;0;0;0;0;0;0;24.321364;101;100;0;0;29-80-8;
datap/pmed29.txt;29;50;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;37.219796;101;0;0;0;29-50-20;
datap/pmed29.txt;29;50;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;93.760747;101;0;0;0;29-50-15;
datap/pmed29.txt;29;50;12; pmed ; CPIF ;SZ;autobenders;10;10;0;0;0;0;0;0;63.406076;101;10;0;0;29-50-12;
datap/pmed29.txt;29;50;10; pmed ; CPIF ;SZ;autobenders;49;49;0;0;0;0;0;0;29.684383;101;49;0;0;29-50-10;
datap/pmed29.txt;29;50;8; pmed ; CPIF ;SZ;autobenders;100;100;0;0;0;0;0;0;28.495499;101;100;0;0;29-50-8;
datap/pmed30.txt;30;80;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;11.033234;101;0;0;0;30-80-20;
datap/pmed30.txt;30;80;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;39.789924;101;0;0;0;30-80-15;
datap/pmed30.txt;30;80;12; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;32.680002;101;0;0;0;30-80-12;
datap/pmed30.txt;30;80;10; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;27.104232;101;0;0;0;30-80-10;
datap/pmed30.txt;30;80;8; pmed ; CPIF ;SZ;autobenders;39;39;0;0;0;0;0;0;21.951895;101;39;0;0;30-80-8;
datap/pmed30.txt;30;50;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;39.970209;101;0;0;0;30-50-20;
datap/pmed30.txt;30;50;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;60.539135;101;0;0;0;30-50-15;
datap/pmed30.txt;30;50;12; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;65.627911;101;0;0;0;30-50-12;
datap/pmed30.txt;30;50;10; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;71.731043;101;0;0;0;30-50-10;
datap/pmed30.txt;30;50;8; pmed ; CPIF ;SZ;autobenders;39;39;0;0;0;0;0;0;46.473348;101;39;0;0;30-50-8;
datap/pmed31.txt;31;80;20;pmed;CPIF;SZ;autobenders;123;123;0;0;0;0;0;89;123.061277;101;123;0;0;31-80-20;
datap/pmed31.txt;31;80;15; pmed ; CPIF ;SZ;autobenders;313;313;0;0;0;0;0;9;175.115155;101;313;0;0;31-80-15;
datap/pmed31.txt;31;80;12; pmed ; CPIF ;SZ;autobenders;451;451;0;0;0;0;0;0;44.778338;101;451;0;0;31-80-12;
datap/pmed31.txt;31;80;10; pmed ; CPIF ;SZ;autobenders;530;530;0;0;0;0;0;0;31.857793;101;530;0;0;31-80-10;
datap/pmed31.txt;31;80;8; pmed ; CPIF ;SZ;autobenders;584;584;0;0;0;0;0;0;40.399926;101;584;0;0;31-80-8;
datap/pmed31.txt;31;50;20;pmed;CPIF;SZ;autobenders;123;123;0;0;0;0;0;89;1639.582437;101;123;0;0;31-50-20;
datap/pmed31.txt;31;50;15; pmed ; CPIF ;SZ;autobenders;313;313;0;0;0;0;0;9;244.621751;101;313;0;0;31-50-15;
datap/pmed31.txt;31;50;12; pmed ; CPIF ;SZ;autobenders;451;451;0;0;0;0;0;0;96.122495;101;451;0;0;31-50-12;
datap/pmed31.txt;31;50;10; pmed ; CPIF ;SZ;autobenders;530;530;0;0;0;0;0;0;158.237277;101;530;0;0;31-50-10;
datap/pmed31.txt;31;50;8; pmed ; CPIF ;SZ;autobenders;584;584;0;0;0;0;0;0;118.473037;101;584;0;0;31-50-8;
datap/pmed32.txt;32;80;20;pmed;CPIF;SZ;autobenders;700;76.900152;0;0;0;0;0;0;3600.360048;107;88;6.954545455;0.89014264;32-80-20;
datap/pmed32.txt;32;80;15; pmed ; CPIF ;SZ;autobenders;254;254;0;0;0;0;0;163;572.024961;101;254;0;0;32-80-15;
datap/pmed32.txt;32;80;12; pmed ; CPIF ;SZ;autobenders;371;371;0;0;0;0;0;0;42.987108;101;371;0;0;32-80-12;
datap/pmed32.txt;32;80;10; pmed ; CPIF ;SZ;autobenders;461;461;0;0;0;0;0;0;63.655764;101;461;0;0;32-80-10;
datap/pmed32.txt;32;80;8; pmed ; CPIF ;SZ;autobenders;537;537;0;0;0;0;0;0;105.154774;101;537;0;0;32-80-8;
datap/pmed32.txt;32;50;20;pmed;CPIF;SZ;autobenders;700;76.900152;0;0;0;0;0;0;3600.332405;107;88;6.954545455;0.89014264;32-50-20;
datap/pmed32.txt;32;50;15;pmed;CPIF;SZ;autobenders;254;254;0;0;0;0;0;34;262.558642;101;254;0;0;32-50-15;
datap/pmed32.txt;32;50;12; pmed ; CPIF ;SZ;autobenders;371;371;0;0;0;0;0;0;83.933582;101;371;0;0;32-50-12;
datap/pmed32.txt;32;50;10; pmed ; CPIF ;SZ;autobenders;461;461;0;0;0;0;0;0;207.628526;101;461;0;0;32-50-10;
datap/pmed32.txt;32;50;8; pmed ; CPIF ;SZ;autobenders;537;537;0;0;0;0;0;0;129.052328;101;537;0;0;32-50-8;
datap/pmed33.txt;33;80;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;23.318339;101;0;0;0;33-80-20;
datap/pmed33.txt;33;80;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;86.790102;101;0;0;0;33-80-15;
datap/pmed33.txt;33;80;12; pmed ; CPIF ;SZ;autobenders;52;52;0;0;0;0;0;28;188.152012;101;52;0;0;33-80-12;
datap/pmed33.txt;33;80;10; pmed ; CPIF ;SZ;autobenders;110;110;0;0;0;0;0;475;133.895997;101;110;0;0;33-80-10;
datap/pmed33.txt;33;80;8; pmed ; CPIF ;SZ;autobenders;199;199;0;0;0;0;0;0;63.188068;101;199;0;0;33-80-8;
datap/pmed33.txt;33;50;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;85.719681;101;0;0;0;33-50-20;
datap/pmed33.txt;33;50;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;111.396733;101;0;0;0;33-50-15;
datap/pmed33.txt;33;50;12; pmed ; CPIF ;SZ;autobenders;52;52;0;0;0;0;0;29;112.847014;101;52;0;0;33-50-12;
datap/pmed33.txt;33;50;10; pmed ; CPIF ;SZ;autobenders;110;109.954545;0;0;0;0;0;533;110.224012;102;110;0;0.000413227;33-50-10;
datap/pmed33.txt;33;50;8; pmed ; CPIF ;SZ;autobenders;199;199;0;0;0;0;0;0;88.799305;101;199;0;0;33-50-8;
datap/pmed34.txt;34;80;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;21.929704;101;0;0;0;34-80-20;
datap/pmed34.txt;34;80;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;46.607728;101;0;0;0;34-80-15;
datap/pmed34.txt;34;80;12; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;30.943071;101;0;0;0;34-80-12;
datap/pmed34.txt;34;80;10; pmed ; CPIF ;SZ;autobenders;12;12;0;0;0;0;0;0;26.460202;101;12;0;0;34-80-10;
datap/pmed34.txt;34;80;8; pmed ; CPIF ;SZ;autobenders;71;71;0;0;0;0;0;0;28.567446;101;71;0;0;34-80-8;
datap/pmed34.txt;34;50;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;36.136506;101;0;0;0;34-50-20;
datap/pmed34.txt;34;50;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;83.146441;101;0;0;0;34-50-15;
datap/pmed34.txt;34;50;12; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;102.010577;101;0;0;0;34-50-12;
datap/pmed34.txt;34;50;10; pmed ; CPIF ;SZ;autobenders;12;12;0;0;0;0;0;0;68.676748;101;12;0;0;34-50-10;
datap/pmed34.txt;34;50;8; pmed ; CPIF ;SZ;autobenders;71;71;0;0;0;0;0;0;38.655329;101;71;0;0;34-50-8;
datap/pmed35.txt;35;80;20;pmed;CPIF;SZ;autobenders;800;64.741145;0;0;0;0;0;0;3600.591394;107;68;10.76470588;0.919073569;35-80-20;
datap/pmed35.txt;35;80;15;pmed;CPIF;SZ;autobenders;599;246.672037;0;0;0;0;0;2;3600.468994;107;254;1.358267717;0.588193594;35-80-15;
datap/pmed35.txt;35;80;12;pmed;CPIF;SZ;autobenders;429;429;0;0;0;0;0;8;144.132134;101;429;0;0;35-80-12;
datap/pmed35.txt;35;80;10; pmed ; CPIF ;SZ;autobenders;542;542;0;0;0;0;0;12;230.493335;101;542;0;0;35-80-10;
datap/pmed35.txt;35;80;8; pmed ; CPIF ;SZ;autobenders;640;640;0;0;0;0;0;0;108.282089;101;640;0;0;35-80-8;
datap/pmed35.txt;35;50;20;pmed;CPIF;SZ;autobenders;119;64.417738;0;0;0;0;0;0;3600.564025;107;68;0.75;0.458674471;35-50-20;
datap/pmed35.txt;35;50;15;pmed;CPIF;SZ;autobenders;800;246.012531;0;0;0;0;0;0;3600.540166;107;254;2.149606299;0.692484336;35-50-15;
datap/pmed35.txt;35;50;12;pmed;CPIF;SZ;autobenders;800;423.736842;0;0;0;0;0;0;3600.56976;107;429;0.864801865;0.470328948;35-50-12;
datap/pmed35.txt;35;50;10; pmed ; CPIF ;SZ;autobenders;542;542;0;0;0;0;0;15;245.407853;101;542;0;0;35-50-10;
datap/pmed35.txt;35;50;8; pmed ; CPIF ;SZ;autobenders;640;640;0;0;0;0;0;0;285.779802;101;640;0;0;35-50-8;
datap/pmed36.txt;36;80;20;pmed;CPIF;SZ;autobenders;91;49.108578;0;0;0;0;0;0;3600.565503;107;53;0.716981132;0.460345297;36-80-20;
datap/pmed36.txt;36;80;15;pmed;CPIF;SZ;autobenders;330;214.177356;0;0;0;0;0;0;3600.565928;107;229;0.441048035;0.350977709;36-80-15;
datap/pmed36.txt;36;80;12;pmed;CPIF;SZ;autobenders;471;378.25;0;0;0;0;0;0;3600.586798;107;387;0.217054264;0.196921444;36-80-12;
datap/pmed36.txt;36;80;10;pmed;CPIF;SZ;autobenders;557;495.5;0;0;0;0;0;0;3600.576311;107;498;0.118473896;0.110412926;36-80-10;
datap/pmed36.txt;36;80;8;pmed;CPIF;SZ;autobenders;589;589;0;0;0;0;0;0;1574.538309;101;589;0;0;36-80-8;
datap/pmed36.txt;36;50;20;pmed;CPIF;SZ;autobenders;91;49.108578;0;0;0;0;0;0;3600.575029;107;53;0.716981132;0.460345297;36-50-20;
datap/pmed36.txt;36;50;15;pmed;CPIF;SZ;autobenders;330;214.177356;0;0;0;0;0;0;3600.525339;107;229;0.441048035;0.350977709;36-50-15;
datap/pmed36.txt;36;50;12;pmed;CPIF;SZ;autobenders;471;378.894737;0;0;0;0;0;0;3600.547147;107;387;0.217054264;0.195552575;36-50-12;
datap/pmed36.txt;36;50;10;pmed;CPIF;SZ;autobenders;557;496.468619;0;0;0;0;0;0;3600.553891;107;498;0.118473896;0.108673934;36-50-10;
datap/pmed36.txt;36;50;8; pmed ; CPIF ;SZ;autobenders;589;589;0;0;0;0;0;0;343.4166;101;589;0;0;36-50-8;
datap/pmed37.txt;37;80;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;26.005391;101;0;0;0;37-80-20;
datap/pmed37.txt;37;80;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;145.624713;101;0;0;0;37-80-15;
datap/pmed37.txt;37;80;12; pmed ; CPIF ;SZ;autobenders;42;42;0;0;0;0;0;0;33.325328;101;42;0;0;37-80-12;
datap/pmed37.txt;37;80;10; pmed ; CPIF ;SZ;autobenders;95;95;0;0;0;0;0;0;121.254426;101;95;0;0;37-80-10;
datap/pmed37.txt;37;80;8; pmed ; CPIF ;SZ;autobenders;178;178;0;0;0;0;0;0;94.615321;101;178;0;0;37-80-8;
datap/pmed37.txt;37;50;20; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;93.685719;101;0;0;0;37-50-20;
datap/pmed37.txt;37;50;15; pmed ; CPIF ;SZ;autobenders;0;0;0;0;0;0;0;0;158.753192;101;0;0;0;37-50-15;
datap/pmed37.txt;37;50;12; pmed ; CPIF ;SZ;autobenders;42;42;0;0;0;0;0;0;79.832478;101;42;0;0;37-50-12;
datap/pmed37.txt;37;50;10; pmed ; CPIF ;SZ;autobenders;95;94.952381;0;0;0;0;0;55;163.407713;102;95;0;0.000501253;37-50-10;
datap/pmed37.txt;37;50;8; pmed ; CPIF ;SZ;autobenders;178;178;0;0;0;0;0;0;111.075528;101;178;0;0;37-50-8;
data/111Eucl.txt;111;2500;2000; eucl ; CPIF ;SZ;autobenders;17;17;0;0;0;0;0;2618;18.905919;101;17;0;0;111-2500-2000;
data/111Eucl.txt;111;2500;1000; eucl ; CPIF ;SZ;autobenders;43;43;0;0;0;0;0;0;1.238249;101;43;0;0;111-2500-1000;
data/111Eucl.txt;111;500;2000; eucl ; CPIF ;SZ;autobenders;83;83;0;0;0;0;0;0;1.225433;101;83;0;0;111-500-2000;
data/111Eucl.txt;111;500;1000; eucl ; CPIF ;SZ;autobenders;97;97;0;0;0;0;0;0;1.230045;101;97;0;0;111-500-1000;
data/211Eucl.txt;211;2500;2000; eucl ; CPIF ;SZ;autobenders;18;18;0;0;0;0;0;21823;42.714811;101;18;0;0;211-2500-2000;
data/211Eucl.txt;211;2500;1000; eucl ; CPIF ;SZ;autobenders;45;45;0;0;0;0;0;0;0.908024;101;45;0;0;211-2500-1000;
data/211Eucl.txt;211;1500;2000; eucl ; CPIF ;SZ;autobenders;26;25.992602;0;0;0;0;0;97468;226.199021;102;26;0;0.000284538;211-1500-2000;
data/211Eucl.txt;211;1500;1000; eucl ; CPIF ;SZ;autobenders;52;51.995285;0;0;0;0;0;94083;313.864189;102;52;0;9.06731E-05;211-1500-1000;
data/211Eucl.txt;211;500;2000; eucl ; CPIF ;SZ;autobenders;76;76;0;0;0;0;0;0;1.255011;101;76;0;0;211-500-2000;
data/211Eucl.txt;211;500;1000; eucl ; CPIF ;SZ;autobenders;92;92;0;0;0;0;0;0;1.32806;101;92;0;0;211-500-1000;
data/311Eucl.txt;311;2500;2000; eucl ; CPIF ;SZ;autobenders;19;18.995709;0;0;0;0;0;27737;153.618984;102;19;0;0.000225842;311-2500-2000;
data/311Eucl.txt;311;2500;1000; eucl ; CPIF ;SZ;autobenders;44;44;0;0;0;0;0;0;1.280415;101;44;0;0;311-2500-1000;
data/311Eucl.txt;311;1500;2000; eucl ; CPIF ;SZ;autobenders;31;30.993243;0;0;0;0;0;174305;575.284341;102;31;0;0.000217968;311-1500-2000;
data/311Eucl.txt;311;1500;1000; eucl ; CPIF ;SZ;autobenders;55;54.995634;0;0;0;0;0;152824;453.825025;102;55;0;7.93818E-05;311-1500-1000;
data/311Eucl.txt;311;500;2000; eucl ; CPIF ;SZ;autobenders;84;84;0;0;0;0;0;0;1.219133;101;84;0;0;311-500-2000;
data/311Eucl.txt;311;500;1000; eucl ; CPIF ;SZ;autobenders;96;96;0;0;0;0;0;0;1.216543;101;96;0;0;311-500-1000;
data/411Eucl.txt;411;2500;2000; eucl ; CPIF ;SZ;autobenders;19;18.997294;0;0;0;0;0;9443;63.004307;102;19;0;0.000142421;411-2500-2000;
data/411Eucl.txt;411;2500;1000; eucl ; CPIF ;SZ;autobenders;50;50;0;0;0;0;0;0;0.88934;101;50;0;0;411-2500-1000;
data/411Eucl.txt;411;500;2000; eucl ; CPIF ;SZ;autobenders;84;84;0;0;0;0;0;0;1.252422;101;84;0;0;411-500-2000;
data/411Eucl.txt;411;500;1000; eucl ; CPIF ;SZ;autobenders;96;96;0;0;0;0;0;0;1.257987;101;96;0;0;411-500-1000;
data/511Eucl.txt;511;2500;2000; eucl ; CPIF ;SZ;autobenders;20;20;0;0;0;0;0;10369;26.240136;101;20;0;0;511-2500-2000;
